textA,textB,keywordsA,keywordsB,authorA,authorb,named_entitiesA,named_entitiesB 
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says he was known as 'Veto Corleone' for cutting spending as Florida governor.,"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Jeb Bush,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Bob Martinez,Florida State University,Florida Supreme Court,Jeb Bush,John Thrasher,Marlon Brando,PolitiFact,Portsmouth,Republican,Supreme Court,Vito Corleone,extended school year,fiscal conservatism,line-item veto,stethoscope,the power,to show,veto"
"Says 'as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for' the Portland-Milwaukie Light Rail project bridge.'",Says state workers have not had across-the-board raises in six years.,"State Budget,State Finances,Transportation",State Budget,Mary Nolan,Michelle Rehwinkel Vasilinda,"Carolyn Tomei,Dave Hunt,Fetsch,Jeff Merkley,Kate Brown,Kurt Schrader,Mary Nolan,Milwaukie light rail bridge,Portland-Milwaukie Light Rail project,TriMet,Willamette River","Arthenia Joyner,Bill Montford,Don Gaetz,Florida Highway Patrol,Florida Senate,Joe Negron,Michelle Rehwinkel Vasilinda,PolitiFact,Republican,Rick Scott,Tallahassee Democrat,Vasilinda,Will Weatherford,pay inequities,s ratio"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Guns,Guns,Jim Waldman,Jim Waldman,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.'",Guns,Guns,Jim Waldman,Jack Kingston,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Brady Campaign,Brady Campaign to Prevent Gun Violence,Georgia,Jack Kingston,Kasim Reed,Law Center to Prevent Gun Violence,MSNBC,National Rifle Association,New Jersey,Newtown, Conn,Republican,Sandy Hook,Thomas Roberts,argues,assault weapon,grenade launcher,gun control,gun laws.Connecticut,gun rights,semi-automatic firearm,semi-automatic rifle,telescoping stock"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','We have over 25 million people who live in Texas and less than 2 percent of them have' concealed handgun licenses.,Guns,Guns,Jim Waldman,Jeff Wentworth,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","2010 census,CNN,Jeff Wentworth,National Rifle Association Institute for Legislative Action,Texas Department of Public Safety"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.'",Guns,Guns,Jim Waldman,Virginia Center for Public Safety,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Binghamton University,Centers for Disease Control and Prevention,Congressional Research Service,Iraq and Syria,John F. Kennedy,Operation Inherent Resolve,PolitiFact,gun control"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'A majority of Americans agree with' a ban on assault weapons. 'And by the way, so did Ronald Reagan.'",Guns,Guns,Jim Waldman,Barack Obama,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","ABC News,Allan Lichtman,Barack Obama,Boston Globe,Brady Bill,Brady bill,Coalition to Stop Gun Violence,Firearm Owners Protection Act,Gerald Ford,Gun Control,James Brady,Jimmy Carter,Joe Biden,National Rifle Association,New York Times,Newtown school shooting,Newtown, Conn,PolitiFact,Ronald Reagan,Sandy Hook,Second Amendment,The package,The price,Virginia Tech,Washington Post,White House,assault weapon,gun rights,https,mass shooting,massacre at Virginia Tech,so you,the package,the speech"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','There are at least twice as many licensed firearm dealers in California as there are McDonald’s.',Guns,Guns,Jim Waldman,Safety For All Initiative,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","ATF,American Enterprise Institute,Barack Obama,Big Mac,Bureau of Alcohol, Tobacco, Firearms and Explosives,Cal State Northridge,California Department of Justice,Dallas, Texas,Foundation for Economic Education,Gavin Newsom,Gun control,McDonald’s,Mozart,PolitiFact,U.S. Bureau of Alcohol, Tobacco, Firearms,U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives,gun control,https"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.'",Guns,Guns,Jim Waldman,Charlie Crist,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Barack Obama,Charles T. Canady,Charlie Crist,Charlton Heston,Citizens Committee for the Right to Keep and Bear Arms,Drill, Baby, Drill,Elena Kagan,Florida Republican Party,Florida Supreme Court,Jeb Bush,Jim Davis,Joe Waldron,John Thrasher,Lawton Chiles,Marion P. Hammer,NRA,PolitiFact,Republican,Republican Party,Republican party,Ricky Polston,Ronald Reagan,Sarah Palin,Second Amendment,St. Petersburg Times,Tom Gallagher,Twitter,US Supreme Court,United States senator,gun rights,pro-life,right to bear arms,right to keep and bear arms"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Polls show that Americans 'overwhelmingly' support 'expanding background checks.',Guns,Guns,Jim Waldman,Gabrielle Giffords,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Barack Obama,CBS News,CNN,Gabrielle Giffords,National Rifle Association,Quinnipiac University,argues,but not,the New York Times"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'It’s now constitutional to ban [assault weapons] in Illinois. Yet, the Illinois General Assembly has failed to allow other cities to have that opportunity.'",Guns,Guns,Jim Waldman,Nancy Rotering,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Cook County,Don Harmon,Illinois General Assembly,Julie Morrison,Lou Lang,National Rifle Association,Parkland, Florida,Richard Pearson,Second Amendment,Skokie,U.S. Supreme Court,United States Supreme Court,Valentine’s Day,assault weapon,concealed carry,gun control,gun rights,right.'Two,semiautomatic rifle,the package,the price"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,Guns,Guns,Jim Waldman,Edward Flynn,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Bill de Blasio,Capitalnewyork.com,Edward Flynn,Milwaukee Police Department,NYPD,New York City,New York City Police Department,New York Police Department,New York Post,community relations,gun buyback program,stop and frisk"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says people convicted of felonies or under restraining orders 'can buy a firearm without going through a background check.',Guns,Guns,Jim Waldman,Josh Kaul,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Armslist,Bureau of Alcohol, Tobacco, Firearms and Explosives,Calumet County,Dayton, Ohio,Giffords Law Center to Prevent Gun Violence,Gun control,Jennifer Shilling,Josh Kaul,Marquette University Law School,McDonald’s,Radcliffe Haughton,Robert Schmidt,Tony Evers,U.S. Bureau of Alcohol, Tobacco, Firearms,U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives,Walmart,Wisconsin Public Television,background check,domestic violence,federal firearms license,long gun"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',States with 'the highest gun ownership rates also have the highest suicide rates.',Guns,Guns,Jim Waldman,Mira Signer,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","2011 mass shooting,Alaska,Behavioral Risk Factor Surveillance System,Centers for Disease Control and Prevention,Columbia University,Connecticut,David Hemenway,Gabby Giffords,Harvard Injury Control Research Center,Hawaii,Illinois,Mark Kelly,Maryland,Massachusetts,Montana,National Alliance on Mental Illness,New England Journal of Medicine,New Jersey,Rhode Island,Truth About Guns,Wyoming,YouGov,case fatality rate,gun control"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.',Guns,Guns,Jim Waldman,Mike Huckabee,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Brady Bill,Mike Huckabee,New York City,assault weapon,gun control"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"'You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.'",Guns,Guns,Jim Waldman,Richard Durbin,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Chicago Police Department,Chicago Tribune,Dick Durbin,Donald Trump,East Garfield Park,Eddie Johnson,MSNBC,Normoyle,Takiya,West Garfield Park,Willie Geist,but not,https,tale of two cities"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',"In 2011, more people were murdered with knives, 'hands or feet' or 'clubs and hammers' than with any type of rifle.",Guns,Guns,Jim Waldman,Facebook posts,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","FBI,Facebook,White House,assault weapon"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned',Guns,Guns,Jim Waldman,Marco Rubio,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","2012 mass shooting,Adam Lanza,Andrew Cuomo,Assault Weapon,CNN,Marco Rubio,Marjory Stoneman Douglas High School,PolitiFact,Sandy Hook,Secure Ammunition and Firearms Enforcement Act,Twitter,flash suppressor,gun control,https,list.New York,mass shooting,semi-automatic rifle,twitter"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.',Says '94 percent of (Marco Rubio's) constituents support a universal background check.',Guns,Guns,Jim Waldman,Mark Kelly,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Americans for Responsible Solutions,Chris Wallace,Doug Schoen,Fox News Sunday,Gabby Giffords,Marco Rubio,Marion Hammer,Mark Kelly,Michael Bloomberg,Pew Research Center,Quinnipiac University,Republican,Second Amendment,Stand Your Ground law,filibuster,gun control,gun show loophole,universal background check"
Says Gary Farmer’s claim that he 'received an 'A' from the NRA' is 'an absolute lie.','The NRA used to support expanded background checks.',Guns,Guns,Jim Waldman,Barack Obama,"Gary Farmer,Gwyndolen Clarke-Reed,Jim Waldman,Lauderdale-by-the-Sea,Marion Hammer,National Rifle Association,PolitiFact,Project Vote Smart,Second Amendment,Wayback Machine,a bad,https,inside job,stand your ground' law,the Internet,the ring","Barack Obama,CNN,Columbine High School shooting,Gabby Giffords,House Judiciary Committee,Meet the Press,Michael Bloomberg,NBC,National Instant Check System,National Rifle Association,New York City,New York magazine,Newtown, Conn,Patrick Leahy,Sandy Froman,Wayne LaPierre,White House"
